,time,Air_Flow1,DO1,Permeate1,Pressure1,TEMP1,Tank1,pH1,Air_Flow2,DO2,Permeate2,Pressure2,TEMP2,Tank2,pH2,time.1,l_min,date,day
0,0,5.989548611,0.855520833,27.8446875,2.054409722,24.93159722,14684.59028,6.839201389,9.1703125,4.285902778,27.84815972,2.318125,24.97694444,14653.49653,7.229097222,0,3.5,2023/2/25 0:00,0
1,1,6.001736111,0.836597222,27.86416667,1.985555556,25.03513889,14685.50694,7.009791667,9.180590278,4.387291667,27.88545139,2.320659722,25.02232639,14657.26042,7.24375,1,3.5,2023/2/25 1:00,0.041666667
2,2,5.997986111,0.845625,27.83822917,1.989201389,25.03211806,14686.03125,7.076840278,9.1696875,4.454131944,27.88350694,2.327534722,25.01222222,14657.18403,7.310416667,2,3.5,2023/2/25 2:00,0.083333333
3,3,5.998541667,1.174513889,27.84184028,1.987881944,24.99166667,14684.71875,7.159479167,9.171423611,4.325104167,27.88319444,2.333263889,25.0125,14657.81597,7.32375,3,3.5,2023/2/25 3:00,0.125
4,4,5.99375,0.843958333,27.81274306,1.998506944,25.01701389,14685.49306,7.212673611,9.172673611,4.404513889,27.82229167,2.342465278,25.00847222,14658.98264,7.335138889,4,3.5,2023/2/25 4:00,0.166666667
5,5,6.005729167,0.521701389,27.86357639,2.012951389,25.01638889,14683.63889,7.239861111,9.160416667,4.376736111,27.83684028,2.349583333,25.00545139,14653.96528,7.343993056,5,3.5,2023/2/25 5:00,0.208333333
6,6,5.994826389,0.512604167,27.84315972,2.018055556,24.9865625,14685.76042,7.256319444,9.145347222,4.339305556,27.85861111,2.354270833,25.02434028,14657.82986,7.348854167,6,3.5,2023/2/25 6:00,0.25
7,7,5.993055556,0.509895833,27.82090278,2.030590278,25.01680556,14685.25694,7.263229167,9.189861111,4.408125,27.83895833,2.360590278,25.01569444,14657.18403,7.355659722,7,3.5,2023/2/25 7:00,0.291666667
8,8,6.006875,0.507881944,27.84805556,2.039861111,24.99118056,14683.92014,7.261875,9.151145833,4.385486111,27.82545139,2.366458333,25.00173611,14657.98958,7.359097222,8,3.5,2023/2/25 8:00,0.333333333
9,9,5.990798611,0.478993056,27.83295139,2.058194444,24.99899306,14683.89931,7.261111111,9.203298611,4.346979167,27.8490625,2.378333333,25.01784722,14658.51736,7.362777778,9,3.5,2023/2/25 9:00,0.375
10,10,6.008472222,0.391944444,27.80260417,2.072847222,24.99958333,14682.77083,7.261840278,9.193715278,4.427222222,27.8471875,2.390208333,25.01052083,14657.05208,7.3678125,10,3.5,2023/2/25 10:00,0.416666667
11,11,6.003923611,0.503368056,27.780625,2.084340278,25.01263889,14684.71875,7.262326389,9.172361111,4.279305556,27.80465278,2.397569444,25.01263889,14656.51389,7.370972222,11,3.5,2023/2/25 11:00,0.458333333
12,12,5.979652778,0.679340278,27.83517361,2.101770833,25.01055556,14684.32639,7.270208333,9.194097222,4.376701389,27.809375,2.398715278,25.01791667,14655.72222,7.368159722,12,3.5,2023/2/25 12:00,0.5
13,13,5.997604167,0.693645833,27.82086806,2.117395833,25.01302083,14683.97917,7.283611111,9.204409722,4.394652778,27.79930556,2.409236111,25.00552083,14656.375,7.367256944,13,3.5,2023/2/25 13:00,0.541666667
14,14,6.000659722,0.727361111,27.8228125,2.126631944,24.99795139,14682.34722,7.294548611,9.186597222,4.290659722,27.86586806,2.416979167,25.00506944,14658.20139,7.3603125,14,3.5,2023/2/25 14:00,0.583333333
15,15,6.003680556,0.693715278,27.80659722,2.142118056,25.01350694,14682.78472,7.297881944,9.212395833,4.353055556,27.83486111,2.425486111,25.00600694,14657.66667,7.351423611,15,3.5,2023/2/25 15:00,0.625
16,16,6.004756944,0.644479167,27.83878472,2.154131944,25.00829861,14683.21875,7.285625,9.227048611,4.268541667,27.82371528,2.438472222,25.00215278,14655.42014,7.337222222,16,3.5,2023/2/25 16:00,0.666666667
17,17,6.004722222,0.665381944,27.81232639,2.1678125,24.99802083,14683.20139,7.264131944,9.220277778,4.279791667,27.80583333,2.443159722,25.00395833,14653.98264,7.316458333,17,3.5,2023/2/25 17:00,0.708333333
18,18,5.995659722,0.642604167,27.833125,2.181736111,25.01760417,14684.67361,7.236423611,9.189097222,4.081354167,27.8621875,2.451423611,24.99670139,14655.62847,7.298333333,18,3.5,2023/2/25 18:00,0.75
19,19,6.002534722,0.476770833,27.79652778,2.189965278,25.00239583,14682.88889,7.1996875,9.217118056,4.145763889,27.85760417,2.465381944,25.000625,14656.24653,7.284583333,19,3.5,2023/2/25 19:00,0.791666667
20,20,6.003055556,0.615173611,27.83128472,2.205347222,25.01229167,14685.25694,7.138993056,9.231493056,4.132708333,27.80618056,2.466458333,25.01350694,14658.625,7.268298611,20,3.5,2023/2/25 20:00,0.833333333
21,21,6.000590278,0.595694444,27.84833333,2.220034722,25.02086806,14683.23264,7.105590278,9.247847222,3.997743056,27.850625,2.489722222,25.01697917,14655.01042,7.250138889,21,3.5,2023/2/25 21:00,0.875
22,22,6.007951389,0.6025,27.81711806,2.233993056,25.00625,14683.19444,7.074305556,9.240972222,3.884444444,27.81100694,2.490138889,24.99972222,14656.82986,7.233298611,22,3.5,2023/2/25 22:00,0.916666667
23,23,6.004826389,0.532986111,27.80100694,2.251631944,25.01315972,14684.37847,7.045138889,9.171423611,3.6784375,27.84829861,2.505625,25.00819444,14655.94444,7.213576389,23,3.5,2023/2/25 23:00,0.958333333
24,24,5.995729167,0.526840278,27.81642361,2.258680556,25.01684028,14686.45486,7.0234375,9.202083333,3.521041667,27.86260417,2.513263889,25.01444444,14657.23264,7.201875,24,3.5,2023/2/26 0:00,1
25,25,5.9959375,0.529965278,27.83222222,2.283680556,25.01180556,14682.83333,7.006354167,9.1759375,3.483854167,27.82135417,2.527326389,24.99850694,14654.84722,7.190034722,25,3.5,2023/2/26 1:00,1.041666667
26,26,6.004027778,0.566215278,27.85013889,2.293125,25.00291667,14684.35069,6.986909722,9.148611111,4.0709375,27.86951389,2.533680556,25.00545139,14656.01042,7.174444444,26,3.5,2023/2/26 2:00,1.083333333
27,27,5.997083333,0.562986111,27.84527778,2.297604167,24.99489583,14683.97569,6.971493056,9.13,4.411770833,27.79694444,2.547222222,25.00805556,14656.19097,7.156180556,27,3.5,2023/2/26 3:00,1.125
28,28,5.991493056,0.607013889,27.85211806,2.31,25.00649306,14684.37847,6.959652778,9.114340278,4.385694444,27.82857639,2.557638889,24.99121528,14656.61111,7.1415625,28,3.5,2023/2/26 4:00,1.166666667
29,29,6.004444444,0.595173611,27.86298611,2.324791667,25.00784722,14683.37847,6.949236111,9.130381944,4.366840278,27.86243056,2.575694444,25.00506944,14657.37847,7.134201389,29,3.5,2023/2/26 5:00,1.208333333
30,30,5.998298611,0.616805556,27.85225694,2.339375,25.00628472,14683.4375,6.934618056,9.132256944,4.365520833,27.86878472,2.577916667,25.00180556,14654.88542,7.124583333,30,3.5,2023/2/26 6:00,1.25
31,31,6.007395833,0.632048611,27.87295139,2.350555556,25.010625,14685.35069,6.923958333,9.119861111,4.296527778,27.83631944,2.590416667,25.01152778,14656.35069,7.115347222,31,3.5,2023/2/26 7:00,1.291666667
32,32,6.005833333,0.713333333,27.81204861,2.361493056,24.99673611,14683.55208,6.913229167,9.151041667,4.394618056,27.84315972,2.604479167,25.00472222,14656.77431,7.108923611,32,3.5,2023/2/26 8:00,1.333333333
33,33,5.987673611,0.676180556,27.83350694,2.380590278,25.00621528,14682.53819,6.901631944,9.122013889,4.368194444,27.83361111,2.615555556,25.01548611,14657.22222,7.09875,33,3.5,2023/2/26 9:00,1.375
34,34,5.997326389,0.691770833,27.84708333,2.391458333,25.00458333,14681.86806,6.893784722,9.118819444,4.302881944,27.82895833,2.623263889,25.00833333,14656.35417,7.092638889,34,3.5,2023/2/26 10:00,1.416666667
35,35,6.006458333,0.697361111,27.8284375,2.412986111,25.00909722,14682.97917,6.892951389,9.128888889,4.301527778,27.80458333,2.643680556,24.99940972,14657.06944,7.089826389,35,3.5,2023/2/26 11:00,1.458333333
36,36,6.006597222,0.726805556,27.84145833,2.419930556,25.0165625,14682.34375,6.900138889,9.145277778,4.321076389,27.83541667,2.655208333,25.01399306,14655.14583,7.090833333,36,3.5,2023/2/26 12:00,1.5
37,37,5.990243056,0.711319444,27.87545139,2.428333333,25.01947917,14682.46528,6.916909722,9.140694444,4.25125,27.82930556,2.665555556,25.01159722,14655.11458,7.090729167,37,3.5,2023/2/26 13:00,1.541666667
38,38,5.992361111,0.706805556,27.84326389,2.453194444,25.01184028,14682.70486,6.942534722,9.145486111,4.076145833,27.821875,2.67625,25.009375,14657.29861,7.093159722,38,3.5,2023/2/26 14:00,1.583333333
39,39,5.984548611,0.707152778,27.80635417,2.460520833,25.01635417,14684.36458,6.970659722,9.138472222,4.154895833,27.82222222,2.689236111,25.01079861,14656.39931,7.092118056,39,3.5,2023/2/26 15:00,1.625
40,40,5.994965278,0.728715278,27.82986111,2.486006944,24.99798611,14684.35764,6.99125,9.121701389,4.100486111,27.84809028,2.700104167,25.00527778,14657.74653,7.088888889,40,3.5,2023/2/26 16:00,1.666666667
41,41,6.006111111,0.746909722,27.82708333,2.496284722,24.99902778,14681.59722,6.996111111,9.113715278,3.959722222,27.79836806,2.714722222,25.01173611,14655.71181,7.083472222,41,3.5,2023/2/26 17:00,1.708333333
42,42,5.988194444,0.738159722,27.82715278,2.5171875,25.01857639,14684.24306,6.983680556,9.087326389,3.872743056,27.83378472,2.73,25.0046875,14653.875,7.073993056,42,3.5,2023/2/26 18:00,1.75
43,43,6.004479167,0.711631944,27.82246528,2.529097222,24.99315972,14684.51389,6.960555556,9.0821875,3.674548611,27.85555556,2.738854167,25.01628472,14656.42708,7.064965278,43,3.5,2023/2/26 19:00,1.791666667
44,44,5.997430556,0.679895833,27.81010417,2.541493056,25.00434028,14681.70139,6.9353125,9.0809375,3.473298611,27.82208333,2.753125,25.01045139,14655.99653,7.0584375,44,3.5,2023/2/26 20:00,1.833333333
45,45,6.007881944,0.637673611,27.8325,2.559340278,25.00854167,14683.22222,6.912743056,9.098715278,3.501180556,27.86677083,2.760763889,25.00802083,14655.99306,7.04875,45,3.5,2023/2/26 21:00,1.875
46,46,5.996701389,0.699861111,27.83288194,2.576944444,25.00222222,14685.53819,6.904131944,9.135763889,3.454409722,27.85989583,2.774236111,25.01135417,14655.40278,7.049652778,46,3.5,2023/2/26 22:00,1.916666667
47,47,5.984756944,0.773368056,27.84083333,2.587916667,24.98486111,14681.20486,6.900138889,9.161284722,3.516770833,27.86177083,2.787013889,25.00121528,14657.87153,7.049340278,47,3.5,2023/2/26 23:00,1.958333333
48,48,5.995486111,0.713263889,27.85927083,2.610555556,25.01590278,14681.43403,6.8921875,9.160138889,3.588125,27.84739583,2.7953125,24.98795139,14653.94792,7.040972222,48,3.5,2023/2/27 0:00,2
49,49,6.002673611,0.727743056,27.83649306,2.614583333,25.01236111,14685.59722,6.739722222,9.167534722,2.227881944,27.83770833,2.804826389,25.03440972,14655.77083,6.892326389,49,3.5,2023/2/27 1:00,2.041666667
50,50,6.003506944,0.749131944,27.85517361,2.625694444,24.99944444,14684.76389,6.709201389,9.104618056,2.238055556,27.82260417,2.804340278,25.02118056,14656.99653,6.878993056,50,3.5,2023/2/27 2:00,2.083333333
51,51,6.007604167,0.738229167,27.82958333,2.635486111,24.98972222,14685.21181,6.7034375,9.082743056,2.348125,27.84583333,2.819027778,25.00725694,14658.3125,6.878263889,51,3.5,2023/2/27 3:00,2.125
52,52,5.996944444,0.735034722,27.86309028,2.649548611,25.00680556,14682.42361,6.709027778,9.087673611,2.370173611,27.83128472,2.830104167,24.99815972,14658.05208,6.883541667,52,3.5,2023/2/27 4:00,2.166666667
53,53,6.014409722,0.715902778,27.8284375,2.659305556,25.00121528,14684.52778,6.7128125,9.079513889,2.450555556,27.80704861,2.838854167,25.005625,14655.99306,6.883923611,53,3.5,2023/2/27 5:00,2.208333333
54,54,5.999236111,0.742152778,27.86798611,2.678506944,25.00809028,14686.42708,6.715173611,9.095868056,2.525763889,27.82652778,2.846736111,24.99947917,14657.91319,6.885902778,54,3.5,2023/2/27 6:00,2.25
55,55,5.9984375,0.740347222,27.85802083,2.688194444,24.99802083,14684.45139,6.713506944,9.188715278,2.509861111,27.81069444,2.861319444,25.00559028,14657.82986,6.892256944,55,3.5,2023/2/27 7:00,2.291666667
56,56,5.985972222,0.727881944,27.8628125,2.700034722,25.00840278,14686.01389,6.708715278,9.110729167,2.38,27.83086806,2.864201389,25.00173611,14657.98611,6.891041667,56,3.5,2023/2/27 8:00,2.333333333
57,57,5.992847222,0.764722222,27.8403125,2.718402778,24.99614583,14683.68056,6.710034722,9.0659375,2.336180556,27.82888889,2.876388889,24.99173611,14657.51736,6.895555556,57,3.5,2023/2/27 9:00,2.375
58,58,6.008680556,0.726284722,27.84447917,2.733854167,24.99590278,14684.02083,6.710347222,9.058923611,2.31625,27.82548611,2.880069444,25.00604167,14656.52778,6.901180556,58,3.5,2023/2/27 10:00,2.416666667
59,59,5.993472222,0.736701389,27.83559028,2.739131944,25.01934028,14684.55903,6.724305556,9.070277778,2.322534722,27.82666667,2.891319444,25.01260417,14655.8125,6.9096875,59,3.5,2023/2/27 11:00,2.458333333
60,60,6.000451389,0.754861111,27.85784722,2.757951389,25.01149306,14683.3125,6.755277778,9.048958333,2.323194444,27.85892361,2.892534722,25.00267361,14657.40972,6.9215625,60,3.5,2023/2/27 12:00,2.5
61,61,6.012916667,0.720486111,27.81840278,2.7671875,25.00774306,14683.18056,6.806319444,9.023368056,2.2796875,27.86211806,2.901388889,25.01506944,14656.54514,6.929375,61,3.5,2023/2/27 13:00,2.541666667
62,62,6.000277778,0.742673611,27.84527778,2.797916667,25.00208333,14681.67014,6.865347222,9.036909722,2.245833333,27.84,2.915173611,25.02010417,14657.54861,6.935381944,62,3.5,2023/2/27 14:00,2.583333333
63,63,5.996527778,0.746423611,27.85027778,2.811006944,25.00930556,14681.875,6.917222222,9.035555556,2.266111111,27.84555556,2.927395833,25.00409722,14655,6.942222222,63,3.5,2023/2/27 15:00,2.625
64,64,5.995173611,0.721527778,27.81104167,2.821527778,25.0125,14683.23611,6.945416667,9.023541667,2.2284375,27.85861111,2.936076389,25.01017361,14656.11458,6.943680556,64,3.5,2023/2/27 16:00,2.666666667
65,65,5.992326389,0.756944444,27.835,2.840138889,25.00902778,14684.15278,6.954791667,9.014965278,2.199583333,27.80743056,2.945590278,25.01194444,14655.52778,6.942847222,65,3.5,2023/2/27 17:00,2.708333333
66,66,6.011701389,0.738506944,27.83107639,2.867256944,25.00753472,14682.14583,6.952569444,8.986840278,2.239305556,27.81225694,2.954375,25.00548611,14654.24306,6.943194444,66,3.5,2023/2/27 18:00,2.75
67,67,6.000381944,0.779583333,27.85246528,2.881493056,25.00885417,14682.625,6.944270833,8.990138889,2.207604167,27.81253472,2.971597222,25.00670139,14652.82639,6.941145833,67,3.5,2023/2/27 19:00,2.791666667
68,68,6.017534722,0.878819444,27.80211806,2.89625,25.01479167,14683.49306,6.923715278,8.996493056,2.187951389,27.84385417,2.971944444,25.00548611,14655.54861,6.938576389,68,3.5,2023/2/27 20:00,2.833333333
69,69,5.995972222,0.881284722,27.8059375,2.909548611,25.00961806,14682.73611,6.910173611,9.049722222,2.214861111,27.83607639,2.990034722,25.00173611,14654.96181,6.937951389,69,3.5,2023/2/27 21:00,2.875
70,70,5.996215278,0.880520833,27.82395833,2.922083333,25.01774306,14684.86111,6.896527778,9.039236111,2.210902778,27.81135417,3.002118056,25.00965278,14656.1875,6.9365625,70,3.5,2023/2/27 22:00,2.916666667
71,71,5.997013889,0.893368056,27.83315972,2.940034722,25.00642361,14682.22569,6.896701389,9.028298611,2.1634375,27.81166667,3.012951389,25.00506944,14656.24306,6.935763889,71,3.5,2023/2/27 23:00,2.958333333
72,72,5.995555556,0.972118056,27.83923611,2.963020833,25.00888889,14684.45833,6.89875,8.961388889,2.096770833,27.82868056,3.015972222,25.01430556,14656.23611,6.933402778,72,3.5,2023/2/28 0:00,3
73,73,6.013069444,0.888673611,23.12359028,2.781979167,24.76026389,14600.32917,6.920888889,8.875229167,2.270597222,24.11297917,2.940486111,24.58600694,14553.68403,6.938277778,73,3.5,2023/2/28 1:00,3.041666667
74,74,6.002256944,0.847083333,27.8140625,3.035520833,25.06208333,14679.69444,7.103159722,8.876666667,3.099479167,27.85670139,3.076423611,24.80364583,14652.11111,7.101284722,74,3.5,2023/2/28 2:00,3.083333333
75,75,6.001041667,0.984027778,27.81892361,3.045347222,25.03163194,14681.21528,7.211215278,8.897465278,3.361458333,27.83871528,3.065694444,25.03944444,14655.74653,7.221840278,75,3.5,2023/2/28 3:00,3.125
76,76,5.988263889,0.976805556,27.8446875,3.069097222,25.02201389,14681.77778,7.280833333,8.9046875,3.353090278,27.810625,3.078402778,25.02697917,14655.52431,7.296701389,76,3.5,2023/2/28 4:00,3.166666667
77,77,5.987118056,0.873576389,27.83909722,3.098090278,24.99489583,14682.63542,7.324930556,8.861631944,3.301111111,27.85850694,3.096701389,25.02631944,14656.76736,7.349201389,77,3.5,2023/2/28 5:00,3.208333333
78,78,5.998055556,0.825347222,27.87670139,3.127222222,24.9946875,14684.47222,7.366875,8.839826389,3.264618056,27.83618056,3.113576389,25.01440972,14655.89236,7.381076389,78,3.5,2023/2/28 6:00,3.25
79,79,6.000972222,0.824722222,27.83805556,3.148368056,25.00850694,14682.48611,7.405034722,8.896388889,3.283784722,27.85704861,3.130381944,25.00871528,14655.12847,7.420555556,79,3.5,2023/2/28 7:00,3.291666667
80,80,5.999444444,0.779652778,27.84857639,3.183888889,25.01961806,14682.36111,7.433854167,8.852743056,3.276840278,27.83357639,3.150729167,25.00621528,14656.93056,7.439166667,80,3.5,2023/2/28 8:00,3.333333333
81,81,6.0034375,0.759097222,27.8371875,3.2140625,24.99902778,14684.99653,7.4628125,8.782118056,3.323229167,27.81552083,3.167743056,25.01399306,14655.85764,7.456944444,81,3.5,2023/2/28 9:00,3.375
82,82,5.982743056,0.802326389,27.82739583,3.257083333,25.00840278,14682.51389,7.498923611,8.7578125,3.362152778,27.81152778,3.195208333,25.00368056,14656.94444,7.482256944,82,3.5,2023/2/28 10:00,3.416666667
83,83,6.005486111,0.7653125,27.81881944,3.291284722,25.00899306,14682.59028,7.532222222,8.746597222,3.417673611,27.82399306,3.212916667,25.01076389,14655.90972,7.506597222,83,3.5,2023/2/28 11:00,3.458333333
84,84,5.997326389,0.727604167,27.8325,3.332361111,25.01878472,14683.27778,7.5653125,8.684513889,3.419895833,27.831875,3.234965278,24.97482639,14654.4375,7.5196875,84,3.5,2023/2/28 12:00,3.5
85,85,6.014965278,0.528020833,27.84190972,3.362083333,25.00402778,14682.91319,7.581423611,8.652673611,3.2003125,27.83079861,3.2553125,24.97777778,14654.09375,7.512361111,85,3.5,2023/2/28 13:00,3.541666667
86,86,6.001770833,0.519270833,17.87302083,2.7871875,25.00260417,14537.07986,7.669861111,8.675243056,3.969479167,18.29295139,2.924270833,25.01569444,14534.90972,7.589166667,86,3.5,2023/2/28 14:00,3.583333333
87,87,5.995069444,0.472291667,25.906875,3.273472222,24.97017361,14640.82986,7.475,8.647256944,2.394409722,25.69114583,3.171805556,24.99572917,14624.56597,7.389791667,87,3.5,2023/2/28 15:00,3.625
88,88,5.985069444,0.470416667,27.8246875,3.441631944,25.02465278,14682.17014,7.383958333,8.635451389,2.236180556,27.876875,3.297430556,25.01753472,14658.11806,7.294409722,88,3.5,2023/2/28 16:00,3.666666667
89,89,5.9886875,0.824395833,26.04363194,3.370694444,24.91356944,14621.30208,7.312208333,8.641388889,2.1775,24.10482639,3.141180556,24.94732639,14597.3125,7.223680556,89,3.5,2023/2/28 17:00,3.708333333
90,90,6.003159722,0.804444444,27.83944444,3.519583333,25.05177083,14687.31597,7.232847222,8.674548611,2.207604167,27.83809028,3.315243056,25.04472222,14653.67361,7.160243056,90,3.5,2023/2/28 18:00,3.75
91,91,5.996979167,0.7996875,27.83517361,3.547881944,25.03263889,14683.59722,7.135381944,8.667361111,2.2146875,27.83392361,3.340243056,25.03472222,14658.40278,7.061979167,91,3.5,2023/2/28 19:00,3.791666667
92,92,6.000833333,0.756875,27.82020833,3.572916667,25.02861111,14685.0625,7.0978125,8.682743056,2.162777778,27.85378472,3.361076389,25.02586806,14656.95486,7.054027778,92,3.5,2023/2/28 20:00,3.833333333
93,93,5.993854167,0.750138889,27.84048611,3.608541667,25.0175,14683.90972,7.076736111,8.646354167,2.109027778,27.82440972,3.372743056,24.99545139,14657.21528,7.034618056,93,3.5,2023/2/28 21:00,3.875
94,94,5.98,0.836493056,27.82364583,3.638888889,24.99986111,14664.26042,7.029513889,8.603784722,2.220625,27.86541667,3.390416667,24.93319444,14636.48958,6.986215278,94,3.5,2023/2/28 22:00,3.916666667
95,95,6.000069444,0.739583333,27.81534722,3.679305556,25.02993056,14682.02083,6.9684375,8.626284722,2.604270833,27.84986111,3.409131944,25.03663194,14652.97917,6.992638889,95,3.5,2023/2/28 23:00,3.958333333
96,96,6.003854167,0.671736111,27.81329861,3.705208333,25.01052083,14682.59375,7.014097222,8.651631944,2.821597222,27.81739583,3.429305556,25.04381944,14657.13889,7.053854167,96,3.5,2023/3/1 0:00,4
97,97,5.993090278,0.713993056,27.84104167,3.738680556,25.01395833,14684.06944,7.028854167,8.599548611,2.869201389,27.87131944,3.453958333,25.01861111,14657.96528,7.081597222,97,3.5,2023/3/1 1:00,4.041666667
98,98,5.993888889,0.755729167,27.81788194,3.7678125,25.00822917,14684.89236,7.0284375,8.568854167,2.8890625,27.82673611,3.467881944,25.01527778,14657.91667,7.089513889,98,3.5,2023/3/1 2:00,4.083333333
99,99,5.997361111,0.768923611,27.8359375,3.806527778,25.0053125,14684.61458,7.024513889,8.556944444,2.920486111,27.81135417,3.479895833,25.02284722,14657.55903,7.087361111,99,3.5,2023/3/1 3:00,4.125
100,100,5.997604167,0.697881944,27.80690972,3.813402778,24.99763889,14683.94444,7.019479167,8.573194444,2.956875,27.86746528,3.501319444,25.00305556,14657.67014,7.080972222,100,3.5,2023/3/1 4:00,4.166666667
101,101,5.964548611,0.671736111,27.85083333,3.840833333,25.00184028,14687.69792,7.011388889,8.560798611,2.9821875,27.85354167,3.520868056,24.99402778,14657.02083,7.071458333,101,3.5,2023/3/1 5:00,4.208333333
102,102,5.955034722,0.676180556,27.85274306,3.869201389,25.00104167,14683.46875,7.000729167,8.545486111,2.9740625,27.8578125,3.533125,25.00638889,14657.01389,7.060381944,102,3.5,2023/3/1 6:00,4.25
103,103,5.959513889,0.574895833,27.83295139,3.881979167,24.99934028,14682.67361,6.990173611,8.589965278,3.007743056,27.82920139,3.552326389,25.01194444,14657.75347,7.052326389,103,3.5,2023/3/1 7:00,4.291666667
104,104,5.950104167,0.667361111,27.81354167,3.900381944,25.00670139,14686.22222,6.975798611,8.576215278,3.011319444,27.83798611,3.564826389,25.00111111,14658.4375,7.042534722,104,3.5,2023/3/1 8:00,4.333333333
105,105,5.956284722,0.705694444,27.86291667,3.926527778,25.00152778,14683.77778,6.959444444,8.530590278,3.014236111,27.85489583,3.590555556,25.00409722,14657.27431,7.031354167,105,3.5,2023/3/1 9:00,4.375
106,106,5.964861111,0.861215278,27.81621528,3.947395833,25.003125,14682.75,6.944375,8.539131944,3.032743056,27.79982639,3.590868056,25.00913194,14655.98958,7.024201389,106,3.5,2023/3/1 10:00,4.416666667
107,107,5.942430556,0.865138889,27.81288194,3.952430556,25.00354167,14683.36458,6.929791667,8.518333333,2.994548611,27.84607639,3.609270833,25.00916667,14655.55208,7.01125,107,3.5,2023/3/1 11:00,4.458333333
108,108,5.952326389,0.655416667,27.84760417,3.980763889,25.00215278,14682.51389,6.922604167,8.545798611,3.043090278,27.86402778,3.621666667,25.00513889,14657.17708,7.006458333,108,3.5,2023/3/1 12:00,4.5
109,109,5.941493056,0.7028125,27.83114583,4.005381944,24.99795139,14681.23958,6.915520833,8.498611111,3.024583333,27.81614583,3.631736111,25.00427083,14656.79514,6.998229167,109,3.5,2023/3/1 13:00,4.541666667
110,110,5.939201389,0.624166667,27.85201389,4.031840278,25.01163194,14681.70833,6.905520833,8.495,3.048194444,27.85201389,3.6478125,25.00753472,14657.01042,6.993194444,110,3.5,2023/3/1 14:00,4.583333333
111,111,5.9346875,0.438576389,27.80239583,4.044652778,24.99534722,14682.87847,6.895486111,8.493993056,3.009375,27.83180556,3.652256944,25.01777778,14657.76042,6.981701389,111,3.5,2023/3/1 15:00,4.625
112,112,5.922430556,0.5296875,27.80736111,4.064722222,25.00715278,14681.74653,6.897361111,8.505277778,3.066805556,27.83923611,3.661354167,24.98541667,14656.14931,6.983159722,112,3.5,2023/3/1 16:00,4.666666667
113,113,5.936180556,0.574097222,27.8053125,4.087118056,24.99708333,14682.24653,6.916736111,8.541979167,3.097256944,27.85864583,3.668715278,24.98833333,14657.63194,7.001111111,113,3.5,2023/3/1 17:00,4.708333333
114,114,5.925729167,0.569305556,27.834375,4.102847222,25.00947917,14684.29861,6.933854167,8.563298611,3.116284722,27.83659722,3.688576389,24.98520833,14656.95139,7.016875,114,3.5,2023/3/1 18:00,4.75
115,115,5.9621875,0.412708333,27.81399306,4.136180556,25.00256944,14680.59722,6.950972222,8.592118056,3.124930556,27.86916667,3.697152778,24.98822917,14657.54514,7.0309375,115,3.5,2023/3/1 19:00,4.791666667
116,116,5.978298611,0.533576389,27.82826389,4.129027778,25.01131944,14683.66319,6.945243056,8.626111111,2.873125,27.82138889,3.7121875,24.99666667,14657.19792,7.018888889,116,3.5,2023/3/1 20:00,4.833333333
117,117,6.002534722,0.654756944,27.80829861,4.136145833,25.01090278,14683.13889,6.936458333,8.657708333,2.7028125,27.8746875,3.726006944,25.01034722,14658.06944,7.007222222,117,3.5,2023/3/1 21:00,4.875
118,118,5.988701389,0.474847222,27.85844444,4.168743056,24.98988889,14652.58681,6.935256944,8.654166667,2.581770833,27.07239583,3.697361111,24.87121528,14629.30903,6.998298611,118,3.5,2023/3/1 22:00,4.916666667
119,119,5.983090278,0.484444444,27.85309028,4.200138889,25.02309028,14676.69444,6.944166667,8.634340278,2.096493056,27.84868056,3.753263889,24.97697917,14649.3125,6.975138889,119,3.5,2023/3/1 23:00,4.958333333
120,120,5.998055556,0.578125,27.84232639,4.214340278,25.02138889,14680.60417,6.965416667,8.654409722,2.545625,27.846875,3.770833333,25.03868056,14655.79167,7.030173611,120,3.5,2023/3/2 0:00,5
121,121,5.995034722,0.446527778,27.82986111,4.233993056,24.99951389,14684.46528,6.972048611,8.658645833,2.607847222,27.81871528,3.788125,25.02319444,14658.35764,7.044930556,121,3.5,2023/3/2 1:00,5.041666667
122,122,5.962465278,0.5228125,27.84163194,4.2459375,25.01274306,14683.85069,6.981805556,8.604548611,2.606284722,27.84552083,3.814097222,25.00944444,14655.97222,7.052986111,122,3.5,2023/3/2 2:00,5.083333333
123,123,5.949930556,0.571041667,27.82965278,4.2665625,25.01614583,14683.36458,6.989097222,8.600868056,2.540659722,27.85899306,3.832326389,25.01211806,14654.72222,7.058020833,123,3.5,2023/3/2 3:00,5.125
124,124,5.960729167,0.566805556,27.83263889,4.282083333,24.99371528,14684.21528,6.9975,8.610208333,2.525659722,27.8396875,3.837222222,25.01774306,14656.59722,7.065104167,124,3.5,2023/3/2 4:00,5.166666667
125,125,5.910659722,0.438090278,27.82631944,4.303333333,25.03159722,14684.20486,7.001180556,8.59375,2.522569444,27.83371528,3.845069444,25.01680556,14653.95139,7.070902778,125,3.5,2023/3/2 5:00,5.208333333
126,126,5.946493056,0.546493056,27.83204861,4.314201389,24.99565972,14682.20486,7.002013889,8.575659722,2.589479167,27.84895833,3.865902778,25.01680556,14652.73264,7.075173611,126,3.5,2023/3/2 6:00,5.25
