,time,Air_Flow1,DO1,Permeate1,Pressure1,TEMP1,Tank1,pH1,Air_Flow2,DO2,Permeate2,Pressure2,TEMP2,Tank2,pH2,time.1,l_min,date,day
653,653,5.665798611,0.8428125,27.83003472,3.187569444,24.9928125,14686.61458,7.042326389,6.451388889,3.556354167,27.86260417,3.436076389,24.99628472,14657.19792,7.183194444,653,3.5,2023/3/24 5:00,27.20833333
654,654,5.666631944,0.830763889,27.84888889,3.192118056,24.98361111,14684.97917,7.032291667,6.432986111,3.5334375,27.85993056,3.425243056,24.99819444,14656.83333,7.177673611,654,3.5,2023/3/24 6:00,27.25
655,655,5.635868056,0.796597222,27.82788194,3.197291667,24.99173611,14685.01736,7.045381944,6.390659722,3.5521875,27.90715278,3.456006944,25.01180556,14656.34375,7.193368056,655,3.5,2023/3/24 7:00,27.29166667
656,656,5.580486111,0.957534722,27.86229167,3.203090278,24.99135417,14684.71181,7.047881944,6.333506944,3.7421875,27.853125,3.470729167,25.00298611,14654.47917,7.209722222,656,3.5,2023/3/24 8:00,27.33333333
657,657,5.603055556,0.600486111,27.87027778,3.206388889,25.03815972,14685.28819,6.954826389,6.336388889,3.340138889,27.84892361,3.452395833,25.03760417,14658.39583,7.125833333,657,3.5,2023/3/24 9:00,27.375
658,658,5.591909722,0.456631944,27.83625,3.183055556,24.99069444,14688.50347,6.921701389,6.309236111,3.238923611,27.84142361,3.445590278,25.02232639,14658.01736,7.100277778,658,3.5,2023/3/24 10:00,27.41666667
659,659,5.596180556,0.530625,27.85447917,3.182847222,25.0084375,14685.85417,6.903125,6.294166667,3.263020833,27.86625,3.466527778,25.00607639,14658.78472,7.090347222,659,3.5,2023/3/24 11:00,27.45833333
660,660,5.6153125,0.266215278,25.28545139,3.066284722,25.00395833,14621.30903,6.874965278,6.289270833,3.076423611,23.06569444,3.210451389,25.00645833,14581.10417,7.063298611,660,3.5,2023/3/24 12:00,27.5
661,661,5.574895833,0.627673611,27.83145833,3.204027778,24.97961806,14684.74653,6.9203125,6.202118056,3.822534722,27.8390625,3.502291667,25.01954861,14657.97917,7.116145833,661,3.5,2023/3/24 13:00,27.54166667
662,662,5.584583333,0.667256944,27.82350694,3.214826389,24.97298611,14687.92014,6.926979167,6.166423611,3.828784722,27.83930556,3.547638889,24.98513889,14657.69097,7.114861111,662,3.5,2023/3/24 14:00,27.58333333
663,663,5.594479167,0.623715278,27.85579861,3.217395833,24.97041667,14688.66667,6.929097222,6.145,3.887916667,27.84951389,3.553125,25.00857639,14657.89931,7.115104167,663,3.5,2023/3/24 15:00,27.625
664,664,5.592083333,0.611111111,27.83850694,3.215520833,24.99993056,14688.03819,6.93375,6.140590278,3.803506944,27.8159375,3.554097222,25.02739583,14658.15278,7.114340278,664,3.5,2023/3/24 16:00,27.66666667
665,665,5.618020833,0.6646875,27.86454861,3.232604167,24.99052083,14682.07986,6.932708333,6.155659722,3.717986111,27.83565972,3.584409722,25.01569444,14656.97569,7.106215278,665,3.5,2023/3/24 17:00,27.70833333
666,666,5.631944444,0.608923611,27.8165625,3.231284722,24.97472222,14685.60069,6.921319444,6.153784722,3.658923611,27.8628125,3.57375,24.98430556,14657.97569,7.1003125,666,3.5,2023/3/24 18:00,27.75
667,667,5.63625,0.643958333,27.85673611,3.250347222,25.00753472,14685.57986,6.913125,6.134131944,3.698090278,27.83329861,3.567534722,24.98472222,14657.04514,7.099270833,667,3.5,2023/3/24 19:00,27.79166667
668,668,5.6528125,0.601076389,27.82357639,3.253923611,24.993125,14685.44097,6.896527778,6.137291667,3.7284375,27.85847222,3.549930556,25.00829861,14656.87153,7.097916667,668,3.5,2023/3/24 20:00,27.83333333
669,669,5.677152778,0.270659722,25.49274306,3.156701389,25.02208333,14600.70139,6.889895833,6.140069444,3.246909722,25.16423611,3.418506944,25.01631944,14582.75347,7.060208333,669,3.5,2023/3/24 21:00,27.875
670,670,5.686458333,0.547291667,27.84020833,3.287048611,24.9928125,14684.20139,6.965104167,6.139444444,4.075590278,27.86538194,3.590798611,25.02065972,14656.93056,7.133298611,670,3.5,2023/3/24 22:00,27.91666667
671,671,5.670034722,0.66,27.84545139,3.288715278,24.97635417,14686.80903,6.974826389,6.129861111,4.0765625,27.87444444,3.593263889,24.99673611,14658.18403,7.137430556,671,3.5,2023/3/24 23:00,27.95833333
672,672,5.689409722,0.671354167,27.84215278,3.297395833,25.02166667,14685.0625,6.980729167,6.131423611,4.050590278,27.83517361,3.616458333,24.99920139,14657.38542,7.137152778,672,3.5,2023/3/25 0:00,28
673,673,5.689930556,0.630694444,27.83885417,3.300729167,25.00836806,14682.73958,6.977951389,6.130486111,4.036145833,27.84868056,3.624201389,25.01225694,14656.77778,7.133645833,673,3.5,2023/3/25 1:00,28.04166667
674,674,5.689861111,0.646458333,27.83732639,3.3228125,25.0390625,14683.05208,6.977743056,6.117013889,4.044201389,27.85649306,3.635625,25.01920139,14655.3125,7.131875,674,3.5,2023/3/25 2:00,28.08333333
675,675,5.686180556,0.614375,27.79989583,3.322013889,25.003125,14685.93056,6.991080474,6.104340278,4.008784722,27.85916667,3.642951389,25.01013889,14655.93403,7.129652778,675,3.5,2023/3/25 3:00,28.125
676,676,5.686770833,0.626527778,27.83458333,3.329791667,25.02100694,14685.63542,7.004417892,6.098159722,4.092708333,27.83190972,3.665138889,25.00746528,14655.34375,7.130625,676,3.5,2023/3/25 4:00,28.16666667
677,677,5.6821875,0.541388889,27.80416667,3.328854167,24.99913194,14687.31597,7.01775531,6.095173611,4.044791667,27.81378472,3.692986111,24.98506944,14655.96875,7.126944444,677,3.5,2023/3/25 5:00,28.20833333
678,678,5.685972222,0.560034722,27.83732639,3.341076389,25.02760417,14685.38542,7.031092729,6.094201389,4.068055556,27.84305556,3.691388889,25.00993056,14656.53125,7.126979167,678,3.5,2023/3/25 6:00,28.25
679,679,5.668993056,0.544930556,27.83864583,3.339513889,25.00743056,14684.88542,7.044430147,6.089826389,4.096770833,27.85302083,3.698888889,25.00013889,14656.66667,7.125451389,679,3.5,2023/3/25 7:00,28.29166667
680,680,5.633090278,0.475729167,27.83552083,3.344513889,25.00038194,14684.98611,7.057767565,6.064583333,4.052013889,27.88270833,3.7246875,24.99347222,14655.56597,7.118819444,680,3.5,2023/3/25 8:00,28.33333333
681,681,5.625989583,0.440677083,27.78447917,3.341614583,24.99635417,14684.83854,7.071104984,6.061076389,3.9934375,27.84489583,3.724930556,24.99552083,14657.17014,7.1128125,681,3.5,2023/3/25 9:00,28.375
682,682,5.643744097,0.387701917,27.71807431,3.678463542,24.49375069,14515.33073,7.084442402,6.062534722,3.885208333,27.83121528,3.727118056,25.00527778,14656.3125,7.102916667,682,3.5,2023/3/25 10:00,28.41666667
683,683,5.661498611,0.334726751,27.65166944,4.0153125,23.99114722,14345.82292,7.09777982,6.075104167,3.778784722,27.85201389,3.706736111,25.00211806,14655.34375,7.092222222,683,3.5,2023/3/25 11:00,28.45833333
684,684,5.679253125,0.281751585,27.58526458,4.352161458,23.48854375,14176.3151,7.111117239,6.091041667,3.705659722,27.84204861,3.729270833,24.98697917,14656.63194,7.088194444,684,3.5,2023/3/25 12:00,28.5
685,685,5.697007639,0.228776419,27.51885972,4.689010417,22.98594028,14006.80729,7.124454657,6.086319444,3.696770833,27.85288194,3.735694444,25.01996528,14657.00347,7.091145833,685,3.5,2023/3/25 13:00,28.54166667
686,686,5.714762153,0.175801253,27.45245486,5.025859375,22.48333681,13837.29948,7.137792075,6.079722222,3.738645833,27.84979167,3.756597222,24.97857639,14656.95833,7.097604167,686,3.5,2023/3/25 14:00,28.58333333
687,687,5.732516667,0.122826087,27.38605,5.362708333,21.98073333,13667.79167,7.151129493,6.082118056,3.4315625,27.87204861,3.705694444,25.05885417,14656.42014,7.074479167,687,3.5,2023/3/25 15:00,28.625
688,688,5.678472222,0.127083333,27.8296875,5.599131944,24.71229167,14203.99653,7.164466912,6.070694444,3.422395833,27.83621528,3.700416667,25.02336806,14655.15972,7.071215278,688,3.5,2023/3/25 16:00,28.66666667
689,689,5.64875,0.124652778,27.839375,5.745520833,25.40159722,14402.51389,7.17780433,6.065451389,3.406076389,27.85565972,3.723472222,24.99239583,14655.86458,7.071180556,689,3.5,2023/3/25 17:00,28.70833333
690,690,5.615104167,0.224548611,27.31190972,6.604618056,25.15201389,14588.47917,7.191141748,6.039826389,2.883784722,25.97739583,3.633541667,24.98295139,14588.07639,7.027881944,690,3.5,2023/3/25 18:00,28.75
691,691,5.613263889,0.135381944,27.77604167,6.810520833,25.06097222,14653.79514,7.204479167,6.042534722,3.444548611,27.855625,3.775277778,25.02128472,14658.47222,7.067847222,691,3.5,2023/3/25 19:00,28.79166667
692,692,5.618055556,0.157256944,27.81152778,7.067430556,24.99204861,14685.74653,7.1946875,6.036875,3.825347222,27.84746528,3.785451389,25.01017361,14654.30903,7.100451389,692,3.5,2023/3/25 20:00,28.83333333
693,693,5.631597222,0.214513889,27.80861111,7.201493056,25.01243056,14687.34722,7.167881944,6.036666667,3.772118056,27.85986111,3.7859375,25.00888889,14657.96528,7.099340278,693,3.5,2023/3/25 21:00,28.875
694,694,5.646319444,0.378645833,27.80927083,7.369756944,25.04659722,14685.23264,7.147326389,6.0428125,3.757569444,27.82201389,3.782951389,25.00649306,14654.80556,7.095833333,694,3.5,2023/3/25 22:00,28.91666667
695,695,5.6346875,0.347569444,24.01017361,6.593229167,24.98920139,14606.71181,7.117222222,6.012986111,3.473298611,23.65364583,3.504409722,24.99166667,14571.21528,7.067395833,695,3.5,2023/3/25 23:00,28.95833333
696,696,5.655972222,0.400520833,27.85232639,7.464166667,25.00680556,14686.62847,7.096319444,6.017777778,3.683854167,27.86083333,3.844166667,24.98895833,14657.46875,7.077083333,696,3.5,2023/3/26 0:00,29
697,697,5.620173611,0.628298611,27.82701389,7.579305556,25.02107639,14686.14931,7.099166667,5.984201389,4.081354167,27.84041667,3.877534722,25.01652778,14658.06597,7.109826389,697,3.5,2023/3/26 1:00,29.04166667
698,698,5.610347222,0.630625,27.83888889,7.6678125,25.01777778,14685.00694,7.100347222,5.967777778,4.086354167,27.84930556,3.911493056,24.99392361,14656.375,7.1165625,698,3.5,2023/3/26 2:00,29.08333333
699,699,5.6065625,0.588020833,27.84114583,7.731805556,24.9984375,14689.02778,7.1034375,5.962743056,4.04125,27.86934028,3.949826389,25.00375,14654.63889,7.121909722,699,3.5,2023/3/26 3:00,29.125
700,700,5.611875,0.605972222,27.80381944,7.776423611,25.00826389,14685.65278,7.106493056,5.9796875,4.026458333,27.85756944,3.976631944,24.99875,14653.94097,7.126180556,700,3.5,2023/3/26 4:00,29.16666667
701,701,5.620381944,0.615173611,27.84763889,7.8553125,25.0065625,14686.75,7.097569444,6.138333333,4.024652778,27.83444444,3.9990625,25.01041667,14655.36458,7.125763889,701,3.5,2023/3/26 5:00,29.20833333
702,702,5.620798611,0.608576389,27.81517361,7.906805556,25.01277778,14684.72222,7.090034722,6.146979167,3.981319444,27.81395833,3.999236111,25.00729167,14656.27431,7.120451389,702,3.5,2023/3/26 6:00,29.25
703,703,5.603472222,0.5584375,27.86701389,7.979895833,25.00017361,14684.19097,7.074930556,6.139444444,3.965902778,27.83479167,4.002118056,24.99319444,14655.98958,7.118888889,703,3.5,2023/3/26 7:00,29.29166667
704,704,5.598090278,0.561979167,27.811875,8.024513889,25.018125,14684.68056,7.060520833,6.154166667,3.919791667,27.80951389,4.0109375,25.00354167,14656.67708,7.113125,704,3.5,2023/3/26 8:00,29.33333333
705,705,5.590034722,0.542465278,27.84625,8.092013889,24.99371528,14684.78125,7.0403125,6.156597222,3.94375,27.83798611,4.042881944,24.99434028,14655.1875,7.112361111,705,3.5,2023/3/26 9:00,29.375
706,706,5.587048611,0.543715278,27.82055556,8.122916667,25.00104167,14683.84028,7.027013889,6.134895833,3.8859375,27.84548611,4.057743056,24.99659722,14657.10417,7.104444444,706,3.5,2023/3/26 10:00,29.41666667
707,707,5.591736111,0.549618056,27.83628472,8.183645833,25.00996528,14685.97222,7.014305556,6.137569444,3.874583333,27.83267361,4.082222222,25.00847222,14655.78472,7.102083333,707,3.5,2023/3/26 11:00,29.45833333
708,708,5.602638889,0.500902778,27.85482639,8.271423611,25.00395833,14683.19097,7.003472222,6.137951389,3.928888889,27.84479167,4.100208333,25.0021875,14654.92014,7.098854167,708,3.5,2023/3/26 12:00,29.5
709,709,5.5975,0.430243056,27.83777778,8.326354167,25.02371528,14685.81597,7.003020833,6.142326389,3.929861111,27.81274306,4.138993056,25.00190972,14655.875,7.102395833,709,3.5,2023/3/26 13:00,29.54166667
710,710,5.59,0.378923611,27.849375,8.372569444,24.98958333,14684.96181,7.002222222,6.129131944,3.940173611,27.85291667,4.170138889,25.01135417,14654.80556,7.105590278,710,3.5,2023/3/26 14:00,29.58333333
711,711,5.596354167,0.368020833,27.86559028,8.449409722,24.99510417,14684.36111,7.002361111,6.131319444,3.887222222,27.83916667,4.180868056,25.01888889,14656.73611,7.1065625,711,3.5,2023/3/26 15:00,29.625
712,712,5.596354167,0.354305556,27.81475694,8.530763889,25.00881944,14682.57292,6.995868056,6.130520833,3.872986111,27.818125,4.198715278,25.01572917,14654.94097,7.105138889,712,3.5,2023/3/26 16:00,29.66666667
713,713,5.5971875,0.351111111,27.79663194,8.5675,25.01875,14682.92014,6.987118056,6.121909722,3.9240625,27.85864583,4.228993056,25.001875,14654.93056,7.104965278,713,3.5,2023/3/26 17:00,29.70833333
714,714,5.577013889,0.314479167,27.81524306,8.598125,24.99795139,14684.60069,6.974513889,6.103819444,3.940451389,27.83850694,4.246006944,24.98253472,14655.70139,7.096493056,714,3.5,2023/3/26 18:00,29.75
715,715,5.573333333,0.284826389,27.87086806,8.626354167,25.00850694,14681.21181,6.966701389,6.100243056,3.940451389,27.84263889,4.257361111,24.995625,14653.46528,7.0871875,715,3.5,2023/3/26 19:00,29.79166667
716,716,5.591736111,0.151006944,25.99840278,8.209166667,25.01340278,14621.45486,6.936354167,6.095104167,3.232847222,25.21354167,4.028472222,25.02857639,14587.95486,7.024652778,716,3.5,2023/3/26 20:00,29.83333333
717,717,5.604027778,0.202708333,27.80732639,8.715868056,25.00746528,14686.70139,6.929305556,6.0940625,4.060555556,27.84722222,4.288055556,25.03822917,14657.27431,7.084027778,717,3.5,2023/3/26 21:00,29.875
718,718,5.608125,0.240104167,27.84479167,8.819722222,24.99815972,14689.41667,6.899097222,6.0909375,4.094861111,27.84625,4.320555556,25.01868056,14658.60417,7.082708333,718,3.5,2023/3/26 22:00,29.91666667
719,719,5.615381944,0.240763889,23.64597222,7.75,25.03940972,14617.13194,6.868194444,6.071597222,3.664270833,23.6703125,3.950763889,25.00545139,14588.52083,7.051875,719,3.5,2023/3/26 23:00,29.95833333
720,720,5.619166667,0.401666667,27.83694444,8.917777778,24.99892361,14688.17361,6.8753125,6.057534722,4.393263889,27.89246528,4.392847222,24.99996528,14656.83681,7.115555556,720,3.5,2023/3/27 0:00,30
721,721,5.630451389,0.515486111,27.79677083,8.948194444,25.00677083,14687.68403,6.863472222,6.062013889,4.3975,27.85111111,4.432013889,25.02114583,14656.30556,7.122951389,721,3.5,2023/3/27 1:00,30.04166667
722,722,5.618993056,0.504097222,27.81350694,9.060277778,25.00222222,14685.56597,6.856770833,6.070590278,4.382673611,27.84465278,4.4825,25.00114583,14656.15278,7.128159722,722,3.5,2023/3/27 2:00,30.08333333
723,723,5.604861111,0.501111111,27.84097222,9.133819444,25.01034722,14686.45833,6.858715278,6.091805556,4.368159722,27.84777778,4.524097222,25.0046875,14656.51736,7.1259375,723,3.5,2023/3/27 3:00,30.125
724,724,5.606909722,0.514722222,27.80416667,9.211493056,25.01211806,14683.60069,6.869548611,6.085763889,4.3653125,27.83076389,4.541597222,25.00034722,14658.22569,7.126701389,724,3.5,2023/3/27 4:00,30.16666667
725,725,5.6053125,0.483541667,27.88163194,9.257847222,25.01215278,14685.80903,6.866736111,6.087986111,4.395069444,27.83180556,4.586284722,24.99861111,14656.69444,7.126770833,725,3.5,2023/3/27 5:00,30.20833333
726,726,5.596076389,0.443958333,27.8359375,9.340868056,24.99461806,14685.57986,6.856388889,6.073368056,4.342361111,27.84329861,4.6271875,24.99364583,14655.49306,7.122673611,726,3.5,2023/3/27 6:00,30.25
727,727,5.587604167,0.436631944,27.85298611,9.397777778,25.0009375,14686.59028,6.843576389,6.082847222,4.353333333,27.87208333,4.610069444,25.00159722,14655.28472,7.117777778,727,3.5,2023/3/27 7:00,30.29166667
728,728,5.590555556,0.403541667,27.8628125,9.441805556,24.99434028,14685.88194,6.827638889,6.077395833,4.334027778,27.83170139,4.612361111,24.99986111,14656.86111,7.111597222,728,3.5,2023/3/27 8:00,30.33333333
729,729,5.594895833,0.381527778,27.85326389,9.5359375,25.01826389,14685.25,6.819513889,6.049548611,4.373298611,27.855,4.662222222,25.00361111,14656.46875,7.1059375,729,3.5,2023/3/27 9:00,30.375
730,730,5.580034722,0.307361111,27.82545139,9.594548611,24.99809028,14685.68056,6.815416667,6.061493056,4.288541667,27.81461806,4.681319444,25.00895833,14653.99306,7.098472222,730,3.5,2023/3/27 10:00,30.41666667
731,731,5.554756944,0.294270833,27.83472222,9.704375,24.99986111,14686.36806,6.8178125,6.084861111,4.249548611,27.83795139,4.708159722,24.99534722,14656.31597,7.095763889,731,3.5,2023/3/27 11:00,30.45833333
732,732,5.594791667,0.271770833,27.87527778,9.806701389,25.00576389,14685.07986,6.828541667,6.112326389,4.283715278,27.82472222,4.736111111,25.01586806,14657.03472,7.100520833,732,3.5,2023/3/27 12:00,30.5
733,733,5.553958333,0.244861111,27.82871528,9.811041667,25.00833333,14685.35069,6.845138889,6.1184375,4.260833333,27.88159722,4.768263889,25.00322917,14656.48264,7.104166667,733,3.5,2023/3/27 13:00,30.54166667
734,734,5.544513889,0.213819444,27.86975694,9.965625,25.00666667,14684.35764,6.862743056,6.116701389,4.178645833,27.87645833,4.792222222,25.00510417,14656.61458,7.105694444,734,3.5,2023/3/27 14:00,30.58333333
735,735,5.551875,0.189409722,25.17784722,9.214826389,24.97809028,14630.74653,6.886597222,6.124409722,4.151388889,23.77600694,4.389444444,24.99715278,14596.94792,7.103298611,735,3.5,2023/3/27 15:00,30.625
736,736,5.527013889,0.164513889,27.849375,10.07472222,24.97489583,14666.13194,6.898645833,6.154652778,3.886041667,27.3765625,4.743923611,24.99711806,14634.25,7.083125,736,3.5,2023/3/27 16:00,30.66666667
737,737,5.562777778,0.301354167,27.87850694,10.18982639,24.9809375,14681.72917,6.882361111,6.1846875,4.538298611,27.84065972,4.875104167,24.98836806,14655.41667,7.128055556,737,3.5,2023/3/27 17:00,30.70833333
738,738,5.554340278,0.326527778,27.84788194,10.34104167,24.98458333,14682.50347,6.844548611,6.209409722,4.457604167,27.85381944,4.912013889,25.00670139,14655.52431,7.122638889,738,3.5,2023/3/27 18:00,30.75
739,739,5.578333333,0.34375,27.86086806,10.44625,24.99986111,14680.41319,6.805347222,6.2090625,4.493263889,27.83871528,4.941979167,24.99211806,14656.53819,7.117083333,739,3.5,2023/3/27 19:00,30.79166667
740,740,5.599965278,0.328611111,27.83951389,10.48461806,24.98003472,14683.54167,6.767673611,6.201875,4.513993056,27.82947917,4.970520833,25.00604167,14655.75347,7.113854167,740,3.5,2023/3/27 20:00,30.83333333
741,741,5.592430556,0.317638889,27.88086806,10.61552083,25.00555556,14681.86806,6.740590278,6.1509375,4.519791667,27.87045139,5.031875,24.985,14656.1875,7.107847222,741,3.5,2023/3/27 21:00,30.875
742,742,5.6140625,0.328854167,27.85434028,10.69149306,25.00541667,14680.42014,6.722013889,6.137395833,4.472708333,27.84177083,5.047465278,25.0121875,14656.30208,7.099548611,742,3.5,2023/3/27 22:00,30.91666667
743,743,5.625208333,0.320451389,27.86288194,9.886736111,24.98513889,14678.98611,6.7175,6.131180556,4.430486111,27.84138889,5.0709375,25.00857639,14655.39583,7.103784722,743,3.5,2023/3/27 23:00,30.95833333
744,744,5.585430556,0.612631944,27.85214583,10.62875,24.9786875,14697.79931,6.758125,6.130326389,4.232475694,25.97554861,4.816420139,24.97097569,14588.76563,7.116111111,744,3.5,2023/3/28 0:00,31
745,745,5.582951389,0.938402778,27.79402778,6.946770833,25.04885417,14683.79514,6.7815625,6.131458333,4.290659722,27.86711806,4.958229167,25.03517361,14658.49306,7.154618056,745,3.5,2023/3/28 1:00,31.04166667
746,746,5.577708333,0.239965278,27.81715278,7.038298611,24.99770833,14684.92361,6.683194444,6.133993056,4.1109375,27.84347222,4.950208333,25.03041667,14659.12153,7.068576389,746,3.5,2023/3/28 2:00,31.08333333
747,747,5.582708333,0.263194444,27.84517361,7.111111111,25.0246875,14684.57639,6.690555556,6.138229167,4.156006944,27.81548611,4.982256944,25.02663194,14657.55208,7.063784722,747,3.5,2023/3/28 3:00,31.125
748,748,5.598333333,0.229861111,27.86989583,7.191076389,24.99579861,14686.97222,6.693159722,6.113263889,4.208368056,27.83458333,5.018923611,25.01097222,14656.96181,7.062083333,748,3.5,2023/3/28 4:00,31.16666667
749,749,5.595590278,0.234166667,27.84388889,7.258298611,24.98385417,14682.59375,6.697881944,6.088229167,4.154201389,27.87972222,5.043715278,24.98989583,14658.57639,7.055902778,749,3.5,2023/3/28 5:00,31.20833333
750,750,5.582326389,0.213819444,27.81934028,7.303888889,24.99416667,14685.96528,6.698784722,6.084236111,4.139930556,27.85722222,5.058645833,25.00614583,14658.33333,7.053298611,750,3.5,2023/3/28 6:00,31.25
751,751,5.546180556,0.254930556,27.85635417,7.379131944,25.00357639,14687.48264,6.704305556,6.139236111,4.1621875,27.86822917,5.057743056,24.9953125,14657.50347,7.045590278,751,3.5,2023/3/28 7:00,31.29166667
752,752,5.526458333,0.199444444,27.83413194,7.425069444,24.99201389,14682.90278,6.709131944,6.057291667,4.098298611,27.844375,5.093125,25.01416667,14657.35764,7.040173611,752,3.5,2023/3/28 8:00,31.33333333
753,753,5.489236111,0.183020833,27.90315972,7.496736111,24.99590278,14685.98264,6.711319444,6.114201389,4.207638889,27.85444444,5.135104167,24.99930556,14656.97222,7.035555556,753,3.5,2023/3/28 9:00,31.375
754,754,5.477013889,0.184479167,27.84760417,7.549513889,25.0221875,14683.53472,6.721597222,6.142951389,4.131631944,27.84145833,5.189375,25.00975694,14658.35764,7.033298611,754,3.5,2023/3/28 10:00,31.41666667
755,755,5.491076389,0.168819444,27.87677083,7.5796875,24.99048611,14685.95833,6.732256944,6.122881944,3.365243056,27.83322917,5.434340278,25.01350694,14656.40278,6.988541667,755,3.5,2023/3/28 11:00,31.45833333
756,756,5.516284722,0.186979167,27.88357639,7.634722222,24.9940625,14686.3125,6.745243056,6.128541667,3.242916667,27.84767361,5.580694444,25.00878472,14657.27083,6.969409722,756,3.5,2023/3/28 12:00,31.5
757,757,5.480347222,0.175451389,27.84857639,7.686493056,24.97684028,14681.74653,6.7634375,6.127395833,3.3084375,27.83725694,5.616284722,24.99111111,14655.99306,6.969583333,757,3.5,2023/3/28 13:00,31.54166667
758,758,5.485520833,0.152777778,27.86364583,7.736770833,24.97576389,14683.01736,6.787465278,6.153576389,3.348055556,27.81454861,5.6646875,25.00614583,14656.83681,6.976736111,758,3.5,2023/3/28 14:00,31.58333333
759,759,5.496215278,0.141388889,27.87579861,7.793854167,24.96756944,14685.82639,6.8165625,6.199027778,3.372916667,27.84930556,5.703645833,24.99135417,14656.48958,6.976423611,759,3.5,2023/3/28 15:00,31.625
760,760,5.46625,0.137916667,27.86482639,7.8559375,24.98715278,14685.52431,6.845381944,6.235902778,3.307256944,27.83795139,5.725798611,25.00315972,14655.43403,6.971493056,760,3.5,2023/3/28 16:00,31.66666667
761,761,5.516284722,0.131145833,27.86798611,7.914548611,25.00989583,14685.87847,6.867951389,6.258923611,3.221527778,27.8215625,5.746770833,24.99118056,14655.06944,6.967256944,761,3.5,2023/3/28 17:00,31.70833333
762,762,5.514722222,0.126388889,25.53152778,7.458263889,24.95159722,14616.97917,6.892083333,6.262131944,2.765701389,24.16860417,5.198631944,24.97679167,14591.80833,6.932916667,762,3.5,2023/3/28 18:00,31.75
763,763,5.559236111,0.137638889,27.88326389,8.046423611,25.02729167,14681.94097,6.923055556,6.229583333,3.723958333,27.85479167,5.835416667,25.03145833,14656,7.004131944,763,3.5,2023/3/28 19:00,31.79166667
764,764,5.556111111,0.163298611,27.87767361,8.1184375,25.00520833,14683.75694,6.928576389,6.208888889,3.747361111,27.82020833,5.913611111,25.02798611,14655.5,7.008680556,764,3.5,2023/3/28 20:00,31.83333333
765,765,5.566805556,0.221631944,27.88694444,8.209652778,24.98447917,14683.05903,6.907951389,6.181006944,3.829444444,27.83979167,6.026458333,25.020625,14655.89931,7.021388889,765,3.5,2023/3/28 21:00,31.875
766,766,5.580173611,0.207743056,27.87190972,8.286875,25.0028125,14682.88542,6.887291667,6.151979167,3.862395833,27.83857639,6.100208333,25.01590278,14655.54861,7.051145833,766,3.5,2023/3/28 22:00,31.91666667
767,767,5.564548611,0.187569444,24.33336806,7.485208333,24.95590278,14612.26389,6.874131944,6.151631944,3.581875,24.20770833,5.522118056,24.97923611,14569.24306,7.062951389,767,3.5,2023/3/28 23:00,31.95833333
768,768,5.578402778,0.215104167,27.85888889,8.416909722,25.01086806,14682.04514,6.882673611,6.158888889,3.615555556,27.81902778,6.248958333,25.0228125,14655.15625,7.105,768,3.5,2023/3/29 0:00,32
769,769,5.57125,0.367534722,27.84798611,8.510451389,24.99076389,14682.67014,6.8865625,6.156076389,3.817847222,27.83847222,6.394444444,25.01201389,14656.28125,7.175208333,769,3.5,2023/3/29 1:00,32.04166667
770,770,5.558993056,0.396145833,27.87152778,8.607326389,24.98517361,14683.54861,6.878263889,6.157986111,3.791145833,27.85565972,6.491527778,25.0009375,14656.60417,7.220694444,770,3.5,2023/3/29 2:00,32.08333333
771,771,5.555243056,0.417986111,27.88274306,8.721319444,24.97888889,14682.51042,6.864861111,6.1665625,3.716493056,27.84381944,6.597048611,25.01055556,14656.04514,7.254965278,771,3.5,2023/3/29 3:00,32.125
772,772,5.554930556,0.421805556,27.85684028,8.814652778,24.97913194,14681.52778,6.859305556,6.159131944,3.634861111,27.83427083,6.718541667,25.00975694,14655.15625,7.279305556,772,3.5,2023/3/29 4:00,32.16666667
773,773,5.553263889,0.404444444,27.91975694,8.924270833,24.97513889,14683.03125,6.840347222,6.186284722,3.530694444,27.83010417,6.807916667,24.99704861,14655.86806,7.292743056,773,3.5,2023/3/29 5:00,32.20833333
774,774,5.566631944,0.373923611,27.88125,9.005659722,24.98236111,14680.05903,6.784340278,6.191180556,3.414930556,27.86520833,6.922638889,24.98777778,14656.04861,7.314270833,774,3.5,2023/3/29 6:00,32.25
775,775,5.553958333,0.326180556,27.84086806,9.086076389,24.98489583,14682.07986,6.765416667,6.185347222,3.444201389,27.87680556,6.964236111,25.00256944,14656.26389,7.307708333,775,3.5,2023/3/29 7:00,32.29166667
776,776,5.535,0.288020833,27.88326389,9.205486111,24.97680556,14683.20833,6.808159722,6.192534722,3.461388889,27.83211806,6.914861111,24.99003472,14655.55556,7.288680556,776,3.5,2023/3/29 8:00,32.33333333
777,777,5.516631944,0.297708333,27.90756944,9.294722222,25.00423611,14681.76736,6.796979167,6.159131944,3.469409722,27.8846875,6.974895833,25.02409722,14655.64236,7.273020833,777,3.5,2023/3/29 9:00,32.375
778,778,5.540902778,0.334861111,27.89350694,9.353854167,25.03204861,14686.92361,6.785347222,6.157916667,3.623125,27.86954861,6.973784722,25.02322917,14658.28472,7.253888889,778,3.5,2023/3/29 10:00,32.41666667
